forum,id,title,authors,n_reviews,n_meta_reviews,decision
zV3Q0a8--A,zV3Q0a8--A,Spatiotemporal Modeling of Multivariate Signals with Graph Neural Networks and Structured State Space Models,"[""Siyi Tang"", ""Jared Dunnmon"", ""Liangqiong Qu"", ""Khaled Kamal Saab"", ""Christopher Lee-Messer"", ""Daniel Rubin""]",4,0,Reject
