forum,id,title,authors,n_reviews,n_meta_reviews,decision
zKvm1ETDOq,zKvm1ETDOq,Is Adversarial Training Really a Silver Bullet for Mitigating Data Poisoning?,"[""Rui Wen"", ""Zhengyu Zhao"", ""Zhuoran Liu"", ""Michael Backes"", ""Tianhao Wang"", ""Yang Zhang""]",4,0,Accept: notable-top-25%
