forum,id,title,authors,n_reviews,n_meta_reviews,decision
zYWtq_HUCoi,zYWtq_HUCoi,oViT: An Accurate Second-Order Pruning Framework for Vision Transformers,"[""Denis Kuznedelev"", ""Eldar Kurtic"", ""Elias Frantar"", ""Dan Alistarh""]",3,0,Reject
