forum,id,title,authors,n_reviews,n_meta_reviews,decision
zWy7dqOcel,zWy7dqOcel,Sampling with Mollified Interaction Energy Descent,"[""Lingxiao Li"", ""qiang liu"", ""Anna Korba"", ""Mikhail Yurochkin"", ""Justin Solomon""]",4,0,Accept: poster
