forum,id,title,authors,n_reviews,n_meta_reviews,decision
zlbci7019Z3,zlbci7019Z3,Error Sensitivity Modulation based Experience Replay: Mitigating Abrupt Representation Drift in Continual Learning,"[""Fahad Sarfraz"", ""Elahe Arani"", ""Bahram Zonooz""]",3,0,Accept: poster
