forum,id,title,authors,n_reviews,n_meta_reviews,decision
zH9GcZ3ZGXu,zH9GcZ3ZGXu,Feature Reconstruction From Outputs Can Mitigate Simplicity Bias in Neural Networks,"[""Sravanti Addepalli"", ""Anshul Nasery"", ""Venkatesh Babu Radhakrishnan"", ""Praneeth Netrapalli"", ""Prateek Jain""]",4,0,Accept: poster
