forum,id,title,authors,n_reviews,n_meta_reviews,decision
zgVDqw9ZUES,zgVDqw9ZUES,Adaptive Optimization in the $\infty$-Width Limit,"[""Etai Littwin"", ""Greg Yang""]",4,0,Accept: poster
