forum,id,title,authors,n_reviews,n_meta_reviews,decision
zjSeBTEdXp1,zjSeBTEdXp1,Deep Generative Wasserstein Gradient Flows,"[""Alvin Heng"", ""Abdul Fatir Ansari"", ""Harold Soh""]",3,0,Reject
