forum,id,title,authors,n_reviews,n_meta_reviews,decision
zzqBoIFOQ1,zzqBoIFOQ1,Guiding Safe Exploration with Weakest Preconditions,"[""Greg Anderson"", ""Swarat Chaudhuri"", ""Isil Dillig""]",4,0,Accept: poster
